  0	  1	  1
  1	  1	  3
  2	  1	  0
  3	  1	  0
  4	  1	  0
  5	  1	  3
  6	  1	  1
  7	  1	  1
  8	  1	  3
  9	  1	  3
 10	  1	  1
 11	  1	  0
 12	  1	  1
 13	  1	  3
 14	  1	  0
 15	  1	  0
 16	  1	  3
 17	  1	  0
 18	  1	  0
 19	  1	  0
 20	  1	  0
 21	  1	  3
 22	  1	  3
 23	  1	  1
 24	  1	  1
 25	  1	  0
 26	  1	  3
 27	  1	  3
 28	  1	  0
 29	  1	  1
 30	  1	  0
 31	  1	  3
 32	  1	  4
 33	  1	  1
 34	  1	  3
 35	  1	  0
 36	  1	  3
 37	  1	  0
 38	  1	  1
 39	  1	  0
 40	  1	  4
 41	  1	  1
 42	  1	  3
 43	  1	  0
 44	  1	  0
 45	  1	  1
 46	  1	  0
 47	  1	  3
 48	  1	  3
 49	  1	  0
 50	  1	  0
 51	  1	  0
 52	  1	  0
 53	  1	  0
 54	  1	  1
 55	  1	  4
 56	  1	  0
 57	  1	  3
 58	  1	  0
 59	  1	  3
 60	  1	  0
 61	  1	  4
 62	  1	  1
 63	  1	  1
 64	  1	  3
 65	  1	  0
 66	  1	  0
 67	  1	  3
 68	  1	  0
 69	  1	  0
 70	  1	  0
 71	  1	  0
 72	  1	  3
 73	  1	  4
 74	  1	  4
 75	  1	  0
 76	  1	  0
 77	  1	  0
 78	  1	  0
 79	  1	  1
 80	  1	  3
 81	  1	  4
 82	  1	  4
 83	  1	  0
 84	  1	  3
 85	  1	  0
 86	  1	  4
 87	  1	  4
 88	  1	  1
 89	  1	  0
 90	  1	  3
 91	  1	  0
 92	  1	  4
 93	  1	  0
 94	  1	  0
 95	  1	  4
 96	  1	  0
 97	  1	  4
 98	  1	  0
 99	  1	  0
100	  1	  3
101	  1	  0
102	  1	  0
103	  1	  4
104	  1	  3
105	  1	  0
106	  1	  4
107	  1	  4
108	  1	  3
109	  1	  4
110	  1	  0
111	  1	  0
112	  1	  0
113	  1	  0
114	  1	  0
115	  1	  0
116	  1	  3
117	  1	  3
118	  1	  0
119	  1	  3
120	  1	  3
121	  1	  0
122	  1	  4
123	  1	  0
124	  1	  0
125	  1	  3
126	  1	  0
127	  1	  0
128	  1	  4
129	  1	  3
130	  1	  0
131	  1	  0
132	  1	  0
133	  1	  0
134	  1	  0
135	  1	  3
136	  1	  0
137	  1	  3
138	  1	  3
139	  1	  0
140	  1	  3
141	  1	  3
142	  1	  0
143	  1	  0
144	  1	  0
145	  1	  3
146	  1	  0
147	  1	  0
148	  1	  3
149	  1	  3
150	  1	  0
151	  1	  0
152	  1	  0
153	  1	  0
154	  1	  4
155	  1	  0
156	  1	  0
157	  1	  0
158	  1	  0
159	  1	  3
160	  1	  0
161	  1	  3
162	  1	  0
163	  1	  3
164	  1	  3
165	  1	  3
166	  1	  3
167	  1	  3
168	  1	  0
169	  1	  0
170	  1	  0
171	  1	  4
172	  1	  3
173	  1	  0
174	  1	  0
175	  1	  3
176	  1	  3
177	  1	  0
178	  1	  0
179	  1	  3
180	  1	  0
181	  1	  0
182	  1	  4
183	  1	  3
184	  1	  0
185	  1	  3
186	  1	  3
187	  1	  3
188	  1	  1
189	  1	  3
190	  1	  3
191	  1	  0
192	  1	  0
193	  1	  0
194	  1	  3
195	  1	  0
196	  1	  4
197	  1	  3
198	  1	  0
199	  1	  3
200	  1	  3
201	  1	  0
202	  1	  1
203	  1	  0
204	  1	  3
205	  1	  0
206	  1	  0
207	  1	  3
208	  1	  3
209	  1	  3
210	  1	  0
211	  1	  3
212	  1	  3
213	  1	  0
214	  1	  0
215	  1	  1
216	  1	  3
217	  1	  1
218	  1	  0
219	  1	  3
220	  1	  4
221	  1	  3
222	  1	  0
223	  1	  4
224	  1	  3
225	  1	  1
226	  1	  4
227	  1	  3
228	  1	  0
229	  1	  3
230	  1	  3
231	  1	  4
232	  1	  1
233	  1	  3
234	  1	  3
235	  1	  1
236	  1	  3
237	  1	  4
238	  1	  3
239	  1	  3
240	  1	  3
241	  1	  1
242	  1	  3
243	  1	  1
244	  1	  1
245	  1	  0
246	  1	  3
247	  1	  1
248	  1	  1
249	  1	  1
250	  1	  3
251	  1	  0
252	  1	  3
253	  1	  3
254	  1	  4
255	  1	  1
256	  1	  0
257	  1	  3
258	  1	  1
259	  1	  4
260	  1	  1
261	  1	  1
262	  1	  4
263	  1	  1
264	  1	  1
265	  1	  1
266	  1	  1
267	  1	  1
268	  1	  1
269	  1	  1
270	  1	  3
271	  1	  1
272	  1	  3
273	  1	  1
274	  1	  1
275	  1	  1
276	  1	  3
277	  1	  4
278	  1	  1
279	  1	  3
280	  1	  3
281	  1	  3
282	  1	  1
283	  1	  1
284	  1	  1
285	  1	  1
286	  1	  1
287	  1	  1
288	  1	  1
289	  1	  1
290	  1	  1
291	  1	  1
292	  1	  1
293	  1	  1
294	  1	  4
295	  1	  1
296	  1	  3
297	  1	  1
298	  1	  1
299	  1	  4
300	  1	  1
301	  1	  1
302	  1	  1
303	  1	  1
304	  1	  1
305	  1	  1
306	  1	  1
307	  1	  1
308	  1	  1
309	  1	  1
310	  1	  1
311	  1	  1
312	  1	  1
313	  1	  1
314	  1	  3
315	  1	  1
316	  1	  3
317	  1	  1
318	  1	  1
319	  1	  1
320	  1	  1
321	  1	  1
322	  1	  1
323	  1	  1
324	  1	  1
325	  1	  3
326	  1	  1
327	  1	  1
328	  1	  1
329	  1	  1
330	  1	  1
331	  1	  1
332	  1	  1
333	  1	  1
334	  1	  1
335	  1	  3
336	  1	  1
337	  1	  3
338	  1	  1
339	  1	  1
340	  1	  1
341	  1	  1
342	  1	  1
343	  1	  1
344	  1	  1
345	  1	  1
346	  1	  3
347	  1	  1
348	  1	  1
349	  1	  1
350	  1	  1
351	  1	  1
352	  1	  3
353	  1	  1
354	  1	  1
355	  1	  1
356	  1	  1
357	  1	  1
358	  1	  1
359	  1	  1
360	  1	  1
361	  1	  1
362	  1	  1
363	  1	  1
364	  1	  3
365	  1	  1
366	  1	  1
367	  1	  1
368	  1	  1
369	  1	  1
370	  1	  1
371	  1	  1
372	  1	  1
373	  1	  1
374	  1	  1
375	  1	  1
376	  1	  1
377	  1	  1
378	  1	  1
379	  1	  1
380	  1	  1
381	  1	  1
382	  1	  1
383	  1	  3
384	  1	  3
385	  1	  1
386	  1	  1
387	  1	  1
388	  1	  1
389	  1	  1
390	  1	  3
391	  1	  1
392	  1	  1
393	  1	  3
394	  1	  1
395	  1	  3
396	  1	  3
397	  1	  1
398	  1	  1
399	  1	  1
400	  1	  3
401	  1	  1
402	  1	  3
403	  1	  1
404	  1	  1
405	  1	  1
406	  1	  4
407	  1	  3
408	  1	  1
409	  1	  3
410	  1	  1
411	  1	  1
412	  1	  3
413	  1	  1
414	  1	  4
415	  1	  4
416	  1	  4
417	  1	  3
418	  1	  3
419	  1	  1
420	  1	  1
421	  1	  4
422	  1	  3
423	  1	  1
424	  1	  1
425	  1	  3
426	  1	  1
427	  1	  4
428	  1	  3
429	  1	  3
430	  1	  4
431	  1	  3
432	  1	  3
433	  1	  4
434	  1	  1
435	  1	  4
436	  1	  1
437	  1	  4
438	  1	  1
439	  1	  3
440	  1	  4
441	  1	  3
442	  1	  3
443	  1	  3
444	  1	  1
445	  1	  1
446	  1	  3
447	  1	  3
448	  1	  1
449	  1	  0
450	  1	  3
451	  1	  1
452	  1	  4
453	  1	  4
454	  1	  3
455	  1	  1
456	  1	  1
457	  1	  0
458	  1	  4
459	  1	  1
460	  1	  3
461	  1	  0
462	  1	  4
463	  1	  3
464	  1	  3
465	  1	  4
466	  1	  3
467	  1	  4
468	  1	  3
469	  1	  1
470	  1	  3
471	  1	  3
472	  1	  1
473	  1	  4
474	  1	  3
475	  1	  0
476	  1	  1
477	  1	  1
478	  1	  4
